"year","padded_population_of_researchers","number_of_inmigrations","number_of_outmigrations","region","incomelevel","gdp_per_capita","population","syn"
2012,247820,2069,3382,"South Asia","LMC",1659.96249605674,1271850000,FALSE
1998,80,9,19,NA,NA,NA,NA,FALSE
2011,922,51,39,"Sub-Saharan Africa","LMC",1041.65252315983,14265814,FALSE
2005,7755,115,126,"Latin America & Caribbean","UMC",1570.10439962728,30033125,FALSE
2013,4,2,1,NA,NA,NA,NA,FALSE
2007,177,10,4,"Europe & Central Asia","UMC",9960.84138956762,621810,FALSE
2012,33,2,3,"Latin America & Caribbean","HIC",75435.6142199311,580997,FALSE
2020,34,3,3,"Sub-Saharan Africa","LIC",236.451347486235,9455733,FALSE
2000,4,0,0,"East Asia & Pacific","UMC",1889.67065077405,103210,FALSE
2006,36,5,1,"Sub-Saharan Africa","LIC",716.66776844238,3340006,FALSE
2020,43971,1103,866,"Middle East & North Africa","HIC",42432.1619740441,8713300,FALSE
2001,661,33,40,"Sub-Saharan Africa","LIC",118.333127942669,33499772,FALSE
2015,233,6,5,"Sub-Saharan Africa","LMC",1836.29241098592,4383849,FALSE
2011,23,2,1,"Europe & Central Asia","HIC",50133.6065243359,31262,FALSE
2011,61,4,2,"Latin America & Caribbean","UMC",7328.78943085498,569682,FALSE
2014,898,59,40,"Sub-Saharan Africa","LIC",563.061539677727,22348158,FALSE
2008,16840,553,607,"East Asia & Pacific","HIC",39432.8860198877,6916300,FALSE
2016,241,6,5,"Latin America & Caribbean","LMC",2064.55053629483,6389235,FALSE
2015,446,34,25,"East Asia & Pacific","UMC",5368.43349186431,920422,FALSE
2012,56,5,2,"Sub-Saharan Africa","LIC",131.02323900236,12216837,FALSE
2000,17,3,1,"Sub-Saharan Africa","LIC",255.111967825778,2322753,FALSE
2004,748,55,39,"Middle East & North Africa","HIC",27601.4000590722,1440729,FALSE
2006,169,4,7,"Europe & Central Asia","LMC",986.018040837747,5447900,FALSE
2003,4780,121,52,"Middle East & North Africa","LMC",2259.51631977961,10193798,FALSE
2013,336,13,2,"East Asia & Pacific","HIC",23837.8175326459,405308,FALSE
2017,337136,2676,4638,"Europe & Central Asia","HIC",30960.7315088902,65611593,FALSE
2011,84365,561,696,"Middle East & North Africa","LMC",6458.57395613765,38151603,FALSE
2008,1242,55,32,"Sub-Saharan Africa","LMC",1098.94667867138,11260085,FALSE
2009,2,3,0,NA,NA,NA,NA,FALSE
2016,11,2,1,"Latin America & Caribbean","UMC",11563.8304251364,287324,FALSE
2004,1741,64,47,"Middle East & North Africa","LMC",4021.17726323273,32956690,FALSE
2002,14,0,0,"South Asia","LMC",699.331335938913,461216,FALSE
2009,22,6,2,"Sub-Saharan Africa","UMC",18756.4250273225,905418,FALSE
2012,31407,661,501,"East Asia & Pacific","UMC",5748.63272062158,71307763,FALSE
2020,4408,74,109,"Europe & Central Asia","UMC",6095.10423658487,3728004,FALSE
2011,1597,49,50,"Latin America & Caribbean","UMC",6106.0067919258,4679926,FALSE
1998,3277,139,80,"Middle East & North Africa","LMC",1646.19266238886,23503819,FALSE
2003,346,19,14,"Middle East & North Africa","HIC",27151.032498866,678831,FALSE
2009,1816,31,66,"Middle East & North Africa","LIC",11304.644927596,9677148,FALSE
1999,85906,797,932,"Europe & Central Asia","UMC",2377.52954101563,144067316,FALSE
2007,112,28,23,NA,NA,NA,NA,FALSE
2001,453,22,19,"Europe & Central Asia","UMC",1490.92675457119,2930622,FALSE
2005,117893,1569,1469,"East Asia & Pacific","HIC",24928.1003722551,49307835,FALSE
2016,578,48,42,"Middle East & North Africa","UMC",7945.00605015965,6188132,FALSE
2010,225,10,8,"Latin America & Caribbean","LMC",936.790321414385,5607453,FALSE
2005,89290,937,1541,"South Asia","LMC",1012.18279419002,1240613620,FALSE
2001,2,0,1,"Latin America & Caribbean","HIC",9070.73027045761,107712,FALSE
2007,93,33,12,NA,NA,NA,NA,FALSE
2004,296,13,16,"Sub-Saharan Africa","LMC",1119.98086164741,27570318,FALSE
2010,339,37,21,"Latin America & Caribbean","HIC",16494.2430408684,268050,FALSE
2019,148380,4422,4431,"East Asia & Pacific","HIC",62558.2438786332,24963258,FALSE
2015,106445,3211,3290,"North America","HIC",45193.4032187971,17131296,FALSE
2016,1842,185,234,"Europe & Central Asia","UMC",4062.12697838612,3722716,FALSE
2020,8797,713,678,"Middle East & North Africa","HIC",45376.1708381558,8916899,FALSE
2007,264,36,14,"Sub-Saharan Africa","LIC",458.421890235321,10043737,FALSE
2002,155454,1239,2602,"Europe & Central Asia","UMC",873.297610969115,1280400000,FALSE
2016,1842,185,253,"Latin America & Caribbean","HIC",32916.866800639,3193694,FALSE
2016,65,3,7,"Sub-Saharan Africa","UMC",6198.94252378655,1596049,FALSE
1999,607,40,21,"Latin America & Caribbean","HIC",3638.94359070859,1384861,FALSE
2003,129,5,2,"Sub-Saharan Africa","UMC",1916.2558622279,832509,FALSE
2012,402,20,21,"East Asia & Pacific","LMC",2446.08468660615,9114796,FALSE
2017,671,21,26,"Latin America & Caribbean","LMC",3013.50270721666,10396246,FALSE
2007,315383,2784,3238,"East Asia & Pacific","HIC",39876.3039685725,127854000,FALSE
1998,11061,218,153,"Middle East & North Africa","LMC",1144.53239841974,48662400,FALSE
2008,473,23,20,"Sub-Saharan Africa","LIC",458.421890235321,19924958,FALSE
2016,35013,668,573,"East Asia & Pacific","UMC",5822.37778295314,70294397,FALSE
2006,13826,365,405,"Latin America & Caribbean","UMC",5268.27857621702,39476851,FALSE
2000,94,1,1,"East Asia & Pacific","LMC",322.899863859665,13016371,FALSE
2013,1968,58,72,"South Asia","LMC",3248.0402104632,30774621,FALSE
2001,73,2,5,"Latin America & Caribbean","HIC",937.29799220975,158395,FALSE
2004,5050,88,60,"Middle East & North Africa","LMC",3029.84876850628,26147551,FALSE
2019,1122,68,60,"Sub-Saharan Africa","LIC",575.882781366465,20392723,FALSE
2020,258415,3244,4276,"Europe & Central Asia","HIC",35560.0814062288,59438851,FALSE
2007,112,5,3,"Latin America & Caribbean","UMC",6616.8151257419,110988,FALSE
2005,117893,3426,2973,"North America","HIC",33797.1624418436,35702908,FALSE
2005,1070,22,29,"Europe & Central Asia","UMC",2741.08017482431,2983421,FALSE
1999,6858,288,269,"East Asia & Pacific","UMC",3100.45899923828,65311166,FALSE
2012,285881,10342,9766,"Europe & Central Asia","HIC",47439.6165895125,64602298,FALSE
2015,405,36,26,"East Asia & Pacific","UMC",4359.79240035309,913453,FALSE
1999,4152,100,69,"Middle East & North Africa","LMC",1492.37707519531,9788067,FALSE
2011,44314,838,1137,"Sub-Saharan Africa","UMC",3468.32706308591,47661514,FALSE
2005,47,0,2,"Sub-Saharan Africa","LMC",974.657585946703,11066105,FALSE
2015,22299,837,845,"East Asia & Pacific","HIC",38630.7265886928,4657740,FALSE
2014,10,2,2,NA,NA,NA,NA,FALSE
2002,711,31,36,"Sub-Saharan Africa","LIC",118.333127942669,27946588,FALSE
2005,522,16,11,"Europe & Central Asia","UMC",2451.57730128439,2947314,FALSE
2009,3431,292,114,"Middle East & North Africa","LMC",5957.69675411548,5662923,FALSE
2011,145,9,2,"Sub-Saharan Africa","UMC",9255.36803467635,1596049,FALSE
2000,4,1,0,"Sub-Saharan Africa","LMC",691.041978010695,570130,FALSE
2011,221554,1912,2678,"East Asia & Pacific","HIC",31600.7358741365,51585058,FALSE
2014,30117,328,229,"Middle East & North Africa","LMC",4361.94912218432,41136546,FALSE
2003,16,0,3,"Latin America & Caribbean","UMC",1883.88909886625,655029,FALSE
2015,114,9,1,"Sub-Saharan Africa","LIC",238.205945258781,9795479,FALSE
2005,1374,63,39,"Europe & Central Asia","HIC",32096.3722613695,323764,FALSE
2005,150,23,7,"Europe & Central Asia","HIC",105751.498912828,31862,FALSE
2006,526,10,14,"Europe & Central Asia","HIC",63203.7447848956,529038,FALSE
2019,38747,896,803,"Middle East & North Africa","HIC",41114.7817082553,7910500,FALSE
2013,135,6,5,"Sub-Saharan Africa","LMC",644.502548659895,10527712,FALSE
2006,50,6,9,"Europe & Central Asia","HIC",35458.2542977474,48418,FALSE
2012,575,48,50,"East Asia & Pacific","LMC",2439.4633552251,3956329,FALSE
2014,52,2,5,"Latin America & Caribbean","HIC",12113.881722186,47761,FALSE
2014,171,16,27,"Sub-Saharan Africa","LMC",3339.99040122187,772506,FALSE
2003,17,0,2,"Europe & Central Asia","HIC",60520.7920361111,32615,FALSE
2003,1380,61,70,"Middle East & North Africa","LMC",4021.17726323273,20668557,FALSE
2019,252,24,17,"East Asia & Pacific","LMC",1221.72396039938,52288341,FALSE
2020,102,30,38,NA,NA,NA,NA,FALSE
2020,212216,1034,943,"Europe & Central Asia","UMC",12327.5131013057,144342397,FALSE
2016,737,44,17,"East Asia & Pacific","LMC",2593.35509719847,6891363,FALSE
2004,256,18,15,"East Asia & Pacific","LIC",NA,46014826,FALSE
2002,57,5,5,"Latin America & Caribbean","HIC",1036.01987731035,758014,FALSE
2007,41,2,0,"Latin America & Caribbean","UMC",5665.96623188559,232733,FALSE
2004,5050,202,156,"Middle East & North Africa","LMC",1239.35356227086,42949080,FALSE
2020,3734,39,64,"Europe & Central Asia","HIC",14367.709424872,3028115,FALSE
2002,15499,455,290,"Europe & Central Asia","HIC",15797.7821340276,5439232,FALSE
2020,94,4,4,"East Asia & Pacific","LMC",2283.57905127379,1280438,FALSE
2011,81,6,5,"Sub-Saharan Africa","LMC",2491.27343861368,533864,FALSE
2017,1386,53,36,"Middle East & North Africa","HIC",31240.5017887246,455356,FALSE
2005,11681,161,166,"South Asia","LMC",710.509344848758,190123222,FALSE
2016,4,0,1,NA,NA,NA,NA,FALSE
2013,88584,868,754,"Europe & Central Asia","HIC",15816.8204021382,37970087,FALSE
2012,70,6,1,"Sub-Saharan Africa","LIC",1245.14931107226,11098664,FALSE
2016,1519586,9506,8221,"East Asia & Pacific","UMC",6300.58217952904,1407745000,FALSE
2014,373,24,18,"Sub-Saharan Africa","LIC",561.649634566263,13180551,FALSE
2004,98714,3006,3014,"Europe & Central Asia","HIC",33797.1624418436,21691653,FALSE
2005,9,1,1,"Latin America & Caribbean","HIC",NA,47156,FALSE
2016,37,5,1,"Latin America & Caribbean","UMC",8009.25230244723,552146,FALSE
2018,43,2,3,"East Asia & Pacific","LMC",2920.70086272777,126463,FALSE
2002,125,11,10,"Latin America & Caribbean","UMC",1664.30774802438,8540791,FALSE
2007,1069,59,40,"Middle East & North Africa","HIC",43950.0454619989,2650930,FALSE
2001,92,3,7,"East Asia & Pacific","HIC",16039.169165098,384568,FALSE
2011,316,17,12,"East Asia & Pacific","LMC",1204.49647224228,6708217,FALSE
2002,261,13,11,"Middle East & North Africa","HIC",10402.2333313615,678831,FALSE
2010,7811,47,46,"Europe & Central Asia","HIC",12639.4000677296,3957099,FALSE
2017,328,89,51,"East Asia & Pacific","HIC",17937.9795676859,3275333,FALSE
2002,137,3,9,"Sub-Saharan Africa","LIC",333.775138348215,19186754,FALSE
2015,949,36,19,"East Asia & Pacific","UMC",5305.06443160892,2837849,FALSE
2000,24,0,1,"Latin America & Caribbean","UMC",1883.88909886625,5958482,FALSE
2010,90,14,5,"Europe & Central Asia","HIC",173659.411799089,73837,FALSE
2018,71,9,11,"North America","HIC",97774.1620717428,63911,FALSE
2010,29845,911,832,"Europe & Central Asia","HIC",46915.3374004507,5399162,FALSE
2017,808,54,39,"Latin America & Caribbean","HIC",15185.9724813803,4165255,FALSE
2000,109,12,4,"East Asia & Pacific","HIC",8800.72881035461,347804,FALSE
2009,26359,355,329,"Europe & Central Asia","HIC",16125.6094085407,10902022,FALSE
2017,1386,53,46,"Middle East & North Africa","HIC",27179.3528869398,1450661,FALSE
2011,1252,42,71,"Sub-Saharan Africa","LIC",1797.40087890625,38171178,FALSE
2013,654,64,33,"Latin America & Caribbean","LMC",3564.59877168289,10743349,FALSE
2010,10170,97,150,"Europe & Central Asia","HIC",24792.1279805504,1997012,FALSE
2005,32,4,1,"Latin America & Caribbean","UMC",6308.66504213503,109308,FALSE
2006,597,43,40,"Latin America & Caribbean","HIC",8124.55830734871,2374653,FALSE
2007,1468,52,47,"Europe & Central Asia","HIC",107475.320297978,416656,FALSE
2005,219720,4198,3893,"North America","HIC",36382.5079164537,33628895,FALSE
2009,1760,164,73,"Europe & Central Asia","HIC",54576.7448146565,366463,FALSE
2012,34908,815,527,"East Asia & Pacific","UMC",5748.63272062158,70294397,FALSE
2018,4047,326,293,"Europe & Central Asia","UMC",6079.08873612077,3720161,FALSE
2008,20,7,4,"Europe & Central Asia","HIC",77962.1439875871,424700,FALSE
2020,22,3,1,"Europe & Central Asia","HIC",66200.6729727817,56295,FALSE
2019,147,7,7,"Sub-Saharan Africa","LMC",1579.20071673512,30208628,FALSE
2018,867,26,26,"Europe & Central Asia","LMC",1644.45683054452,3672839,FALSE
2002,62522,2090,2273,"Europe & Central Asia","HIC",42458.7384679187,19495210,FALSE
2010,153,3,6,"Europe & Central Asia","LMC",704.650178811389,5218400,FALSE
2003,101,7,5,"Sub-Saharan Africa","LIC",362.513466383985,16923195,FALSE
2010,229,8,17,"Sub-Saharan Africa","LMC",880.038521818228,1937275,FALSE
2001,395,33,24,"Sub-Saharan Africa","LIC",285.466463233818,17211934,FALSE
2012,23297,221,219,"Middle East & North Africa","LMC",4241.01190951928,38663481,FALSE
2018,52405,897,938,"Europe & Central Asia","HIC",51442.2762464407,5529543,FALSE
2006,5520,88,60,"Europe & Central Asia","LMC",840.191631882336,122851984,FALSE
1999,6628,81,168,"Europe & Central Asia","HIC",1599.90622808339,22507344,FALSE
2016,892,56,21,"East Asia & Pacific","LMC",1288.41808699092,52288341,FALSE
2008,1,0,0,"Sub-Saharan Africa","LIC",131.02323900236,6860846,FALSE
1999,23688,593,529,"Europe & Central Asia","HIC",25338.4432934904,8011566,FALSE
2012,31,2,3,"South Asia","UMC",10194.7461477043,314401,FALSE
2019,1260,42,31,"Middle East & North Africa","LIC",893.716493735327,27302800,FALSE
2013,151,20,11,"Latin America & Caribbean","UMC",6049.3919477765,600301,FALSE
2013,884,19,15,"Europe & Central Asia","UMC",4578.63320812155,2928976,FALSE
2019,9421,302,211,"Europe & Central Asia","HIC",25558.4290544506,676283,FALSE
2005,8617,85,119,"Europe & Central Asia","HIC",10301.7033946743,4887613,FALSE
2006,5,0,2,"Sub-Saharan Africa","LMC",1103.19541672121,789129,FALSE
2014,69,6,3,"Sub-Saharan Africa","LIC",643.790042311239,3323425,FALSE
2010,79646,561,1184,"Middle East & North Africa","LMC",3276.75326508099,78458928,FALSE
1999,54,2,2,"Latin America & Caribbean","UMC",2906.72527754218,8919852,FALSE
2015,3425,91,62,"Latin America & Caribbean","HIC",18098.361548609,3427042,FALSE
2016,846,47,30,"Sub-Saharan Africa","LIC",512.27966560241,29423878,FALSE
2005,5496,48,65,"Europe & Central Asia","UMC",5291.57400354244,9438785,FALSE
2010,328,20,9,"Middle East & North Africa","LIC",1249.06308529856,21966298,FALSE
2010,17809,442,310,"East Asia & Pacific","UMC",6392.75802564032,45308899,FALSE
2016,400,19,17,"East Asia & Pacific","LMC",1159.34020074533,11625998,FALSE
2018,3566,243,114,"Middle East & North Africa","HIC",59407.6980498883,2711755,FALSE
2007,64113,445,548,"Europe & Central Asia","HIC",13995.7811598115,40567864,FALSE
2018,119262,3450,3290,"Europe & Central Asia","HIC",25754.36102944,47365655,FALSE
2014,55,2,3,"East Asia & Pacific","LMC",2891.32210264749,201757,FALSE
2020,24,1,0,"East Asia & Pacific","UMC",4649.61330094975,107502,FALSE
2020,1895,99,69,"Latin America & Caribbean","UMC",12118.1336248174,4945205,FALSE
2007,2,0,0,"Sub-Saharan Africa","LIC",204.544755595219,11444870,FALSE
2006,57761,438,377,"Europe & Central Asia","UMC",6031.79136735234,49017147,FALSE
2014,3733,39,68,"Europe & Central Asia","UMC",3679.95234740376,9504583,FALSE
2019,22,2,1,NA,NA,NA,NA,FALSE
2015,25,4,4,"East Asia & Pacific","HIC",8528.63015087044,161524,FALSE
2015,2518,83,58,"Middle East & North Africa","UMC",6437.50307624074,33864447,FALSE
2001,100,2,3,"East Asia & Pacific","LMC",137.18190923442,23703328,FALSE
2020,43195,1103,1082,"Sub-Saharan Africa","UMC",7628.57603307351,52443325,FALSE
2015,22694,1071,1131,"East Asia & Pacific","HIC",44452.2325623093,7024200,FALSE
2013,792,23,39,"Europe & Central Asia","UMC",5077.5509836244,2175425,FALSE
2016,88,16,7,"South Asia","LIC",638.733184780223,1137676,FALSE
1998,25200,593,606,"Europe & Central Asia","HIC",24625.6007227434,6783500,FALSE
2010,91,26,41,NA,NA,NA,NA,FALSE
2020,3094,87,87,"Latin America & Caribbean","UMC",8543.33006731328,29477721,FALSE
2018,2166,38,52,"Europe & Central Asia","UMC",6108.73917044261,2076694,FALSE
2008,1721,56,44,"Sub-Saharan Africa","LMC",2053.76645085487,22469268,FALSE
2010,774,20,23,"Sub-Saharan Africa","LIC",516.902539255093,7314773,FALSE
2017,43444,978,970,"South Asia","LMC",1815.61026180185,216379655,FALSE
2006,610,33,17,"Latin America & Caribbean","UMC",6769.86841430715,6355404,FALSE
2008,460,22,10,"Middle East & North Africa","UMC",6688.40259641346,6266615,FALSE
2019,1016,100,28,"Sub-Saharan Africa","LIC",756.547641107379,41999059,FALSE
2014,60394,877,401,"East Asia & Pacific","LMC",3038.15203684461,38151603,FALSE
2011,4968,167,125,"Latin America & Caribbean","UMC",6163.86042474328,16439585,FALSE
2009,20118,401,361,"East Asia & Pacific","LMC",2280.11128904338,94033048,FALSE
2009,2609,122,98,"Europe & Central Asia","HIC",28910.74609375,1329522,FALSE
2015,1147,52,36,"Sub-Saharan Africa","UMC",7080.77864262565,622227,FALSE
2016,92,22,19,"Sub-Saharan Africa","LMC",5083.82685110166,1111444,FALSE
2004,49,6,6,"Sub-Saharan Africa","LIC",247.54193564633,10903327,FALSE
2012,2341,174,75,"Europe & Central Asia","HIC",27727.53515625,2102419,FALSE
2009,10,4,3,"Sub-Saharan Africa","LIC",543.56246924992,498884,FALSE
2016,251,29,29,"Sub-Saharan Africa","LMC",3818.54048403065,1133936,FALSE
2014,155,9,3,"Latin America & Caribbean","UMC",6690.04478601228,600301,FALSE
1999,137,6,6,"Middle East & North Africa","LIC",784.757980515193,18114552,FALSE
2013,20825,692,648,"Europe & Central Asia","HIC",46915.3374004507,4623816,FALSE
2016,892,33,20,"Europe & Central Asia","LMC",1251.50476511083,16345894,FALSE
2011,108,2,6,"Sub-Saharan Africa","LMC",2491.27343861368,582640,FALSE
1998,11,1,1,"Latin America & Caribbean","UMC",5016.08823691755,255987,FALSE
2018,4071,111,79,"South Asia","LMC",791.225576719446,28506712,FALSE
2019,3143,191,84,"East Asia & Pacific","LMC",3194.67270132209,104875266,FALSE
2012,4,0,2,NA,NA,NA,NA,FALSE
1998,46,1,2,"East Asia & Pacific","LMC",295.591285293477,19542982,FALSE
2015,462,20,13,"Latin America & Caribbean","HIC",22533.8820531551,1040532,FALSE
2002,793,49,49,"Sub-Saharan Africa","LMC",434.810292146332,12224753,FALSE
2003,6106,126,65,"Middle East & North Africa","LMC",1936.09020996094,65544383,FALSE
2010,8944,70,135,"Europe & Central Asia","HIC",16744.5844516343,2006868,FALSE
2000,4155,82,85,"Sub-Saharan Africa","LMC",401.092370099667,126152678,FALSE
2016,28060,205,209,"Europe & Central Asia","HIC",11489.5608654088,19908979,FALSE
2017,227,14,9,"Europe & Central Asia","LMC",1800.87518658218,6572233,FALSE
2003,453,30,23,"Europe & Central Asia","UMC",1846.12012081207,2868833,FALSE
2011,2262,84,68,"Sub-Saharan Africa","LMC",854.540466308594,17405624,FALSE
2017,23961,362,439,"Middle East & North Africa","LMC",4134.93608656171,41927007,FALSE
2013,388,31,9,"East Asia & Pacific","LMC",1281.10597105412,51483949,FALSE
2012,25,1,1,"Latin America & Caribbean","HIC",75466.1365462205,395969,FALSE
2010,2490,36,24,"Europe & Central Asia","UMC",7165.22477794014,15308085,FALSE
2001,19023,716,635,"Europe & Central Asia","HIC",23098.8865077401,10474410,FALSE
2007,142607,3967,3700,"North America","HIC",44659.8951408034,34714222,FALSE
2010,25,2,2,"East Asia & Pacific","LMC",1610.2369793316,110301,FALSE
1999,82135,872,1516,"Europe & Central Asia","UMC",2100.3525390625,143518814,FALSE
2001,86,11,6,"Sub-Saharan Africa","LIC",242.575726772934,3844773,FALSE
2003,14550,554,543,"East Asia & Pacific","HIC",20106.6307473306,5454147,FALSE
1999,313,13,16,"Sub-Saharan Africa","LIC",249.802075690488,25634162,FALSE
2014,1823,161,73,"Middle East & North Africa","HIC",86853.4770469877,638609,FALSE
2018,15,3,0,NA,NA,NA,NA,FALSE
2018,30069,842,638,"Latin America & Caribbean","HIC",14675.1508730028,18701450,FALSE
2013,17945,442,308,"East Asia & Pacific","LMC",2190.2324398772,112190977,FALSE
2006,56,6,2,"Sub-Saharan Africa","LIC",270.323307927217,5145426,FALSE
2012,20030,660,786,"East Asia & Pacific","HIC",41054.5395699204,4442100,FALSE
2009,856,48,29,"Latin America & Caribbean","HIC",13340.916273498,1410296,FALSE
2016,20,2,0,"East Asia & Pacific","LMC",1403.99385262696,263534,FALSE
2020,527,48,35,"Middle East & North Africa","UMC",12589.5297148358,6228370,FALSE
2018,7087,274,218,"Middle East & North Africa","LMC",5599.95752260733,16833447,FALSE
2007,9558,146,179,"Europe & Central Asia","HIC",13170.7849804675,4238389,FALSE
